return,iso,arrival,departure,count
20200428,us,20200421,20200422,3
20200428,us,20200423,20200426,3
20200428,us,20200424,20200425,3
20200428,us,20200425,20200425,5
20200428,us,20200425,20200426,3
20200428,us,20200425,20200427,4
20200428,us,20200425,20200428,3
20200428,us,20200426,20200426,5
20200428,us,20200426,20200427,5
20200428,us,20200426,20200428,17
20200428,us,20200427,20200427,12
20200428,us,20200427,20200428,14
20200428,us,20200428,20200428,13
20200428,uy,20200427,20200428,3
20200428,uy,20200428,20200428,3
20200428,vn,20200328,20200428,3
20200428,vn,20200402,20200402,3
20200428,vn,20200403,20200403,3
20200428,vn,20200406,20200406,3
20200428,vn,20200409,20200409,3
20200428,vn,20200416,20200416,3
20200428,vn,20200420,20200420,3
20200428,vn,20200425,20200425,3
20200428,vn,20200426,20200426,3
20200428,vn,20200427,20200427,6
20200428,vn,20200427,20200428,3
20200428,vn,20200428,20200428,25
20200427,at,20200424,20200426,3
20200427,at,20200425,20200425,3
20200427,at,20200427,20200427,3
20200427,be,20200422,20200426,3
20200427,be,20200426,20200426,3
20200427,be,20200427,20200427,3
20200427,ca,20200421,20200421,3
20200427,ca,20200424,20200424,3
20200427,ca,20200427,20200427,3
20200427,cn,20200407,20200409,3
20200427,cn,20200415,20200427,3
20200427,cn,20200417,20200427,3
20200427,cn,20200418,20200425,3
20200427,cn,20200421,20200426,4
20200427,cn,20200422,20200426,3
20200427,cn,20200423,20200425,3
20200427,cn,20200424,20200425,3
20200427,cn,20200424,20200426,3
20200427,cn,20200424,20200427,3
20200427,cn,20200425,20200427,4
20200427,cn,20200426,20200426,5
20200427,cn,20200426,20200427,5
20200427,cn,20200427,20200427,22
20200427,de,20200419,20200420,3
20200427,de,20200424,20200425,3
20200427,de,20200424,20200427,8
20200427,de,20200425,20200426,3
20200427,de,20200425,20200427,3
20200427,de,20200426,20200426,3
20200427,de,20200426,20200427,3
20200427,de,20200427,20200427,6
20200427,fr,20200329,20200329,3
20200427,fr,20200424,20200424,3
20200427,fr,20200424,20200425,3
20200427,fr,20200427,20200427,3
20200427,gb,20200424,20200427,3
20200427,id,20200402,20200404,3
20200427,id,20200414,20200414,3
20200427,id,20200426,20200426,21
20200427,id,20200426,20200427,3
20200427,id,20200427,20200427,3
20200427,in,20200409,20200409,3
20200427,it,20200427,20200427,3
20200427,jp,20200327,20200427,3
20200427,jp,20200328,20200427,3
20200427,jp,20200331,20200331,3
20200427,jp,20200414,20200414,3
20200427,jp,20200414,20200427,3
20200427,jp,20200418,20200423,3
20200427,jp,20200421,20200421,3
20200427,jp,20200422,20200427,3
20200427,jp,20200423,20200425,3
20200427,jp,20200423,20200427,3
20200427,jp,20200424,20200424,4
20200427,jp,20200424,20200427,3
20200427,jp,20200425,20200425,3
20200427,jp,20200425,20200426,4
20200427,jp,20200425,20200427,4
20200427,jp,20200426,20200426,3
20200427,jp,20200426,20200427,7
20200427,jp,20200427,20200427,65
20200427,kh,20200410,20200425,3
20200427,kh,20200425,20200426,3
20200427,kh,20200426,20200426,3
20200427,kh,20200426,20200427,3
20200427,kh,20200427,20200427,16
20200427,n/a,20200327,20200327,3
20200427,n/a,20200421,20200421,3
20200427,n/a,20200422,20200422,3
20200427,n/a,20200424,20200424,16
20200427,n/a,20200425,20200425,3
20200427,n/a,20200426,20200426,18
20200427,n/a,20200427,20200427,45
20200427,no,20200327,20200426,3
20200427,ph,20200423,20200423,3
20200427,ph,20200426,20200426,6
20200427,ph,20200426,20200427,3
20200427,ph,20200427,20200427,3
20200427,qa,20200427,20200427,3
20200427,ru,20200414,20200415,3
20200427,ru,20200423,20200423,3
20200427,ru,20200427,20200427,3
20200427,se,20200426,20200426,3
20200427,sg,20200425,20200425,3
20200427,tw,20200409,20200409,3
20200427,tw,20200415,20200415,3
20200427,tw,20200424,20200426,3
20200427,us,20200327,20200424,3
20200427,us,20200327,20200426,3
20200427,us,20200327,20200427,3
20200427,us,20200403,20200403,3
20200427,us,20200405,20200426,3
20200427,us,20200419,20200420,3
20200427,us,20200419,20200421,3
20200427,us,20200420,20200422,3
20200427,us,20200421,20200421,3
20200427,us,20200422,20200425,3
20200427,us,20200423,20200423,3
20200427,us,20200423,20200426,3
20200427,us,20200423,20200427,3
20200427,us,20200424,20200424,3
20200427,us,20200424,20200426,4
20200427,us,20200424,20200427,3
20200427,us,20200425,20200425,6
20200427,us,20200425,20200426,12
20200427,us,20200425,20200427,13
20200427,us,20200426,20200426,9
20200427,us,20200426,20200427,9
20200427,us,20200427,20200427,8
20200427,uy,20200426,20200426,3
20200427,uz,20200424,20200426,3
20200427,vn,20200408,20200408,3
20200427,vn,20200412,20200412,3
20200427,vn,20200413,20200414,3
20200427,vn,20200423,20200423,3
20200427,vn,20200424,20200424,3
20200427,vn,20200424,20200426,3
20200427,vn,20200425,20200425,3
20200427,vn,20200426,20200426,5
20200427,vn,20200426,20200427,5
20200427,vn,20200427,20200427,22
20200426,ae,20200326,20200425,3
20200426,ae,20200331,20200331,3
20200426,ae,20200413,20200413,3
20200426,af,20200426,20200426,3
20200426,at,20200423,20200424,3
20200426,at,20200424,20200424,3
20200426,at,20200425,20200425,3
20200426,au,20200417,20200417,3
20200426,bd,20200326,20200425,7
20200426,bd,20200326,20200426,3
20200426,bd,20200327,20200407,3
20200426,bd,20200329,20200426,3
20200426,bd,20200409,20200409,3
20200426,bd,20200425,20200425,7
20200426,bd,20200425,20200426,3
20200426,be,20200426,20200426,3
20200426,ca,20200410,20200410,3
20200426,ca,20200411,20200412,3
20200426,ca,20200424,20200424,3
20200426,ca,20200424,20200425,3
20200426,ca,20200425,20200425,3
20200426,ca,20200426,20200426,5
20200426,cn,20200326,20200425,3
20200426,cn,20200326,20200426,3
20200426,cn,20200329,20200329,3
20200426,cn,20200404,20200404,3
20200426,cn,20200410,20200410,3
20200426,cn,20200418,20200424,3
20200426,cn,20200419,20200425,3
20200426,cn,20200419,20200426,3
20200426,cn,20200420,20200421,3
20200426,cn,20200421,20200426,3
20200426,cn,20200422,20200422,9
20200426,cn,20200422,20200423,3
20200426,cn,20200422,20200425,3
20200426,cn,20200422,20200426,3
20200426,cn,20200423,20200423,8
20200426,cn,20200423,20200424,3
20200426,cn,20200423,20200425,4
20200426,cn,20200424,20200424,4
20200426,cn,20200424,20200425,3
20200426,cn,20200424,20200426,9
20200426,cn,20200425,20200425,4
20200426,cn,20200425,20200426,5
20200426,cn,20200426,20200426,25
20200426,de,20200424,20200424,3
20200426,de,20200424,20200425,3
20200426,de,20200424,20200426,8
20200426,de,20200425,20200425,3
20200426,de,20200425,20200426,3
20200426,de,20200426,20200426,5
20200426,dk,20200422,20200422,3
20200426,ee,20200422,20200422,3
20200426,es,20200421,20200421,3
20200426,fr,20200426,20200426,3
20200426,gb,20200329,20200329,3
20200426,gb,20200418,20200425,3
20200426,gb,20200419,20200419,3
20200426,gb,20200423,20200425,3
20200426,gb,20200423,20200426,4
20200426,gb,20200424,20200426,3
20200426,gb,20200425,20200425,3
20200426,gb,20200425,20200426,3
20200426,gb,20200426,20200426,3
20200426,hk,20200418,20200418,3
20200426,hk,20200421,20200421,3
20200426,hk,20200421,20200422,3
20200426,hk,20200426,20200426,4
20200426,hu,20200424,20200424,3
20200426,id,20200326,20200326,3
20200426,id,20200406,20200406,3
20200426,id,20200410,20200410,3
20200426,id,20200414,20200414,3
20200426,id,20200421,20200421,3
20200426,id,20200422,20200422,3
20200426,id,20200423,20200424,3
20200426,id,20200424,20200425,3
20200426,id,20200426,20200426,3
20200426,ir,20200426,20200426,3
20200426,it,20200426,20200426,3
20200426,jp,20200326,20200402,3
20200426,jp,20200326,20200426,3
20200426,jp,20200415,20200422,3
20200426,jp,20200415,20200426,3
20200426,jp,20200416,20200416,3
20200426,jp,20200416,20200426,3
20200426,jp,20200417,20200425,3
20200426,jp,20200418,20200424,3
20200426,jp,20200418,20200426,3
20200426,jp,20200419,20200420,3
20200426,jp,20200419,20200425,3
20200426,jp,20200420,20200425,3
20200426,jp,20200420,20200426,4
20200426,jp,20200421,20200421,3
20200426,jp,20200421,20200425,3
20200426,jp,20200421,20200426,8
20200426,jp,20200422,20200422,3
20200426,jp,20200422,20200424,3
20200426,jp,20200422,20200425,5
20200426,jp,20200422,20200426,3
20200426,jp,20200423,20200423,4
20200426,jp,20200423,20200425,3
20200426,jp,20200423,20200426,7
20200426,jp,20200424,20200424,3
20200426,jp,20200424,20200425,3
20200426,jp,20200424,20200426,3
20200426,jp,20200425,20200425,6
20200426,jp,20200425,20200426,19
20200426,jp,20200426,20200426,69
20200426,mm,20200425,20200425,3
20200426,mn,20200424,20200424,3
20200426,my,20200423,20200426,3
20200426,my,20200426,20200426,3
20200426,n/a,20200423,20200423,3
20200426,n/a,20200424,20200424,12
20200426,n/a,20200425,20200425,12
20200426,n/a,20200426,20200426,40
20200426,pa,20200404,20200404,3
20200426,ph,20200326,20200425,3
20200426,ph,20200425,20200425,3
20200426,ph,20200426,20200426,3
20200426,pk,20200426,20200426,3
20200426,qa,20200425,20200426,3
20200426,ru,20200330,20200330,3
20200426,ru,20200402,20200402,3
20200426,ru,20200404,20200404,3
20200426,ru,20200406,20200406,3
20200426,ru,20200420,20200426,3
20200426,ru,20200422,20200422,3
20200426,ru,20200423,20200423,3
20200426,ru,20200424,20200424,3
20200426,ru,20200425,20200425,3
20200426,ru,20200426,20200426,6
20200426,se,20200422,20200422,3
20200426,se,20200426,20200426,3
20200426,sg,20200426,20200426,3
20200426,th,20200424,20200424,3
20200426,th,20200425,20200425,3
20200426,th,20200425,20200426,3
20200426,th,20200426,20200426,3
20200426,tw,20200425,20200425,3
20200426,tw,20200426,20200426,3
20200426,us,20200326,20200425,3
20200426,us,20200326,20200426,3
20200426,us,20200329,20200330,3
20200426,us,20200331,20200331,3
20200426,us,20200404,20200404,3
20200426,us,20200405,20200410,3
20200426,us,20200410,20200410,3
20200426,us,20200411,20200411,3
20200426,us,20200412,20200412,3
20200426,us,20200420,20200425,3
20200426,us,20200421,20200424,3
20200426,us,20200422,20200422,3
20200426,us,20200422,20200423,3
20200426,us,20200423,20200423,3
20200426,us,20200423,20200424,3
20200426,us,20200423,20200425,3
20200426,us,20200423,20200426,4
20200426,us,20200424,20200424,7
20200426,us,20200424,20200425,14
20200426,us,20200424,20200426,3
20200426,us,20200425,20200425,15
20200426,us,20200425,20200426,4
20200426,us,20200426,20200426,5
20200426,uy,20200426,20200426,3
20200426,uz,20200326,20200426,3
20200426,uz,20200327,20200327,3
20200426,uz,20200402,20200402,3
20200426,uz,20200417,20200417,3
20200426,uz,20200423,20200424,3
20200426,uz,20200424,20200424,3
20200426,uz,20200425,20200425,3
20200426,uz,20200425,20200426,3
20200426,uz,20200426,20200426,3
20200426,vn,20200405,20200405,3
20200426,vn,20200419,20200419,3
20200426,vn,20200423,20200423,3
20200426,vn,20200425,20200425,8
20200426,vn,20200425,20200426,5
20200426,vn,20200426,20200426,27
20200425,at,20200421,20200422,3
20200425,at,20200422,20200422,3
20200425,at,20200422,20200424,3
20200425,at,20200424,20200424,3
20200425,at,20200425,20200425,3
20200425,au,20200423,20200423,3
20200425,br,20200424,20200424,3
20200425,ca,20200412,20200412,3
20200425,ca,20200416,20200416,3
20200425,ca,20200419,20200419,3
20200425,ca,20200420,20200420,3
20200425,ca,20200423,20200423,3
20200425,ca,20200423,20200424,3
20200425,ca,20200424,20200424,3
20200425,ca,20200425,20200425,3
20200425,cl,20200425,20200425,3
20200425,cn,20200413,20200414,3
20200425,cn,20200416,20200416,3
20200425,cn,20200417,20200417,3
20200425,cn,20200418,20200424,3
20200425,cn,20200419,20200424,3
20200425,cn,20200420,20200424,4
20200425,cn,20200420,20200425,3
20200425,cn,20200421,20200421,3
20200425,cn,20200421,20200423,3
20200425,cn,20200421,20200424,3
20200425,cn,20200421,20200425,3
20200425,cn,20200422,20200424,3
20200425,cn,20200423,20200423,3
20200425,cn,20200423,20200424,3
20200425,cn,20200424,20200424,7
20200425,cn,20200425,20200425,16
20200425,de,20200325,20200423,3
20200425,de,20200326,20200326,3
20200425,de,20200408,20200408,3
20200425,de,20200422,20200424,4
20200425,de,20200422,20200425,3
20200425,de,20200423,20200424,3
20200425,de,20200423,20200425,3
20200425,de,20200424,20200424,3
20200425,de,20200425,20200425,3
20200425,dk,20200423,20200424,3
20200425,dk,20200424,20200424,3
20200425,es,20200424,20200425,3
20200425,gb,20200424,20200425,3
20200425,gu,20200424,20200424,3
20200425,hk,20200424,20200425,3
20200425,hk,20200425,20200425,4
20200425,id,20200417,20200417,3
20200425,id,20200422,20200422,3
20200425,id,20200424,20200424,22
20200425,in,20200325,20200325,3
20200425,in,20200325,20200424,3
20200425,in,20200325,20200425,3
20200425,in,20200404,20200404,3
20200425,in,20200420,20200420,3
20200425,in,20200423,20200423,3
20200425,in,20200423,20200424,5
20200425,in,20200423,20200425,3
20200425,in,20200424,20200424,3
20200425,in,20200425,20200425,3
20200425,jp,20200325,20200425,3
20200425,jp,20200412,20200412,3
20200425,jp,20200412,20200425,3
20200425,jp,20200414,20200419,3
20200425,jp,20200415,20200415,3
20200425,jp,20200417,20200424,3
20200425,jp,20200418,20200424,3
20200425,jp,20200418,20200425,3
20200425,jp,20200419,20200424,3
20200425,jp,20200419,20200425,3
20200425,jp,20200420,20200423,3
20200425,jp,20200420,20200424,3
20200425,jp,20200420,20200425,5
20200425,jp,20200421,20200424,3
20200425,jp,20200421,20200425,3
20200425,jp,20200422,20200422,3
20200425,jp,20200422,20200425,5
20200425,jp,20200423,20200423,3
20200425,jp,20200423,20200425,5
20200425,jp,20200424,20200424,10
20200425,jp,20200424,20200425,32
20200425,jp,20200425,20200425,69
20200425,kh,20200414,20200425,3
20200425,kh,20200419,20200419,3
20200425,kh,20200421,20200421,3
20200425,kh,20200422,20200423,3
20200425,kh,20200423,20200423,3
20200425,kh,20200425,20200425,15
20200425,mm,20200423,20200423,3
20200425,mm,20200425,20200425,3
20200425,mn,20200425,20200425,3
20200425,my,20200423,20200423,3
20200425,my,20200423,20200425,3
20200425,my,20200425,20200425,3
20200425,n/a,20200422,20200422,11
20200425,n/a,20200424,20200424,17
20200425,n/a,20200425,20200425,33
20200425,nl,20200325,20200425,3
20200425,nl,20200410,20200410,3
20200425,nl,20200414,20200414,3
20200425,nl,20200421,20200421,3
20200425,nl,20200421,20200422,3
20200425,nl,20200424,20200424,4
20200425,nl,20200425,20200425,4
20200425,ph,20200329,20200424,3
20200425,ph,20200423,20200424,3
20200425,ph,20200423,20200425,3
20200425,ph,20200424,20200424,15
20200425,ph,20200424,20200425,15
20200425,ph,20200425,20200425,3
20200425,qa,20200421,20200424,3
20200425,qa,20200425,20200425,3
20200425,ru,20200407,20200407,3
20200425,ru,20200416,20200417,3
20200425,ru,20200422,20200423,3
20200425,ru,20200424,20200425,3
20200425,ru,20200425,20200425,5
20200425,se,20200423,20200423,3
20200425,se,20200424,20200424,3
20200425,se,20200425,20200425,3
20200425,sg,20200325,20200325,3
20200425,sg,20200407,20200407,3
20200425,sg,20200408,20200408,3
20200425,sg,20200413,20200413,3
20200425,sg,20200417,20200425,3
20200425,sg,20200421,20200421,3
20200425,sg,20200424,20200425,3
20200425,sg,20200425,20200425,3
20200425,sk,20200325,20200424,3
20200425,th,20200415,20200415,3
20200425,th,20200424,20200425,3
20200425,tw,20200416,20200416,3
20200425,tw,20200423,20200423,3
20200425,tw,20200423,20200425,3
20200425,tw,20200424,20200424,3
20200425,tw,20200424,20200425,3
20200425,tw,20200425,20200425,13
20200425,us,20200325,20200327,3
20200425,us,20200325,20200424,5
20200425,us,20200325,20200425,3
20200425,us,20200330,20200330,3
20200425,us,20200412,20200412,3
20200425,us,20200413,20200413,3
20200425,us,20200413,20200414,3
20200425,us,20200416,20200416,3
20200425,us,20200419,20200419,3
20200425,us,20200419,20200421,3
20200425,us,20200420,20200420,3
20200425,us,20200420,20200421,3
20200425,us,20200420,20200424,3
20200425,us,20200420,20200425,3
20200425,us,20200421,20200421,3
20200425,us,20200421,20200423,3
20200425,us,20200421,20200424,3
20200425,us,20200422,20200422,3
20200425,us,20200422,20200424,8
20200425,us,20200422,20200425,3
20200425,us,20200423,20200423,4
20200425,us,20200423,20200424,7
20200425,us,20200423,20200425,3
20200425,us,20200424,20200424,14
20200425,us,20200424,20200425,5
20200425,us,20200425,20200425,8
20200425,uy,20200423,20200423,3
20200425,uy,20200425,20200425,7
20200425,vn,20200325,20200330,3
20200425,vn,20200401,20200401,3
20200425,vn,20200403,20200403,3
20200425,vn,20200404,20200405,3
20200425,vn,20200423,20200423,3
20200425,vn,20200424,20200424,6
20200425,vn,20200424,20200425,5
20200425,vn,20200425,20200425,8
20200424,ae,20200324,20200424,3
20200424,ae,20200420,20200421,3
20200424,ae,20200423,20200423,3
20200424,ae,20200423,20200424,3
20200424,at,20200421,20200421,3
20200424,at,20200421,20200422,3
20200424,at,20200422,20200422,3
20200424,at,20200424,20200424,3
20200424,au,20200324,20200424,3
20200424,au,20200328,20200328,3
20200424,au,20200421,20200421,3
20200424,au,20200423,20200423,3
20200424,au,20200423,20200424,4
20200424,au,20200424,20200424,3
20200424,ca,20200404,20200405,3
20200424,ca,20200419,20200419,3
20200424,ca,20200421,20200421,3
20200424,ca,20200423,20200424,3
20200424,ca,20200424,20200424,3
20200424,cl,20200424,20200424,3
20200424,cn,20200324,20200423,3
20200424,cn,20200324,20200424,15
20200424,cn,20200327,20200327,3
20200424,cn,20200404,20200404,3
20200424,cn,20200404,20200406,3
20200424,cn,20200407,20200424,3
20200424,cn,20200408,20200408,3
20200424,cn,20200412,20200412,3
20200424,cn,20200413,20200413,3
20200424,cn,20200415,20200423,3
20200424,cn,20200416,20200416,3
20200424,cn,20200416,20200423,3
20200424,cn,20200417,20200418,3
20200424,cn,20200418,20200423,3
20200424,cn,20200419,20200420,3
20200424,cn,20200419,20200422,3
20200424,cn,20200419,20200424,4
20200424,cn,20200420,20200423,3
20200424,cn,20200421,20200421,3
20200424,cn,20200421,20200422,3
20200424,cn,20200421,20200423,3
20200424,cn,20200421,20200424,3
20200424,cn,20200422,20200422,3
20200424,cn,20200422,20200423,9
20200424,cn,20200422,20200424,3
20200424,cn,20200423,20200423,15
20200424,cn,20200423,20200424,9
20200424,cn,20200424,20200424,48
20200424,de,20200421,20200423,3
20200424,de,20200423,20200423,3
20200424,de,20200423,20200424,3
20200424,de,20200424,20200424,3
20200424,dk,20200424,20200424,3
20200424,fr,20200331,20200405,3
20200424,fr,20200420,20200420,3
20200424,fr,20200420,20200422,3
20200424,fr,20200423,20200424,3
20200424,fr,20200424,20200424,3
20200424,gb,20200419,20200423,3
20200424,gb,20200423,20200424,3
20200424,gb,20200424,20200424,3
20200424,gu,20200424,20200424,9
20200424,hk,20200406,20200406,3
20200424,hk,20200418,20200418,3
20200424,hk,20200420,20200420,3
20200424,hk,20200421,20200421,3
20200424,hk,20200423,20200423,3
20200424,hk,20200424,20200424,16
20200424,id,20200327,20200327,3
20200424,id,20200330,20200330,3
20200424,id,20200331,20200401,3
20200424,id,20200423,20200423,3
20200424,id,20200424,20200424,3
20200424,il,20200422,20200422,3
20200424,il,20200423,20200423,3
20200424,in,20200330,20200330,3
20200424,in,20200413,20200413,3
20200424,in,20200420,20200423,3
20200424,in,20200422,20200423,3
20200424,in,20200423,20200423,12
20200424,in,20200424,20200424,3
20200424,it,20200424,20200424,3
20200424,jp,20200324,20200424,3
20200424,jp,20200331,20200331,3
20200424,jp,20200412,20200423,3
20200424,jp,20200412,20200424,3
20200424,jp,20200413,20200421,3
20200424,jp,20200414,20200424,3
20200424,jp,20200415,20200415,3
20200424,jp,20200416,20200416,3
20200424,jp,20200416,20200423,3
20200424,jp,20200417,20200424,3
20200424,jp,20200418,20200423,4
20200424,jp,20200418,20200424,3
20200424,jp,20200419,20200419,3
20200424,jp,20200420,20200422,3
20200424,jp,20200420,20200423,3
20200424,jp,20200420,20200424,3
20200424,jp,20200421,20200421,3
20200424,jp,20200421,20200424,5
20200424,jp,20200422,20200423,3
20200424,jp,20200422,20200424,4
20200424,jp,20200423,20200423,3
20200424,jp,20200423,20200424,3
20200424,jp,20200424,20200424,93
20200424,kh,20200417,20200417,3
20200424,mm,20200423,20200423,3
20200424,mm,20200424,20200424,3
20200424,mp,20200424,20200424,10
20200424,mx,20200422,20200422,3
20200424,mx,20200423,20200423,3
20200424,my,20200424,20200424,3
20200424,n/a,20200421,20200421,3
20200424,n/a,20200422,20200422,3
20200424,n/a,20200423,20200423,10
20200424,n/a,20200424,20200424,28
20200424,nl,20200423,20200423,3
20200424,ph,20200324,20200422,3
20200424,ph,20200324,20200423,3
20200424,ph,20200331,20200331,3
20200424,ph,20200401,20200424,3
20200424,ph,20200416,20200416,3
20200424,ph,20200421,20200421,3
20200424,ph,20200423,20200423,8
20200424,ph,20200423,20200424,17
20200424,qa,20200423,20200424,3
20200424,ru,20200416,20200416,3
20200424,ru,20200419,20200419,3
20200424,ru,20200420,20200420,3
20200424,ru,20200422,20200422,3
20200424,ru,20200424,20200424,4
20200424,sg,20200424,20200424,3
20200424,th,20200324,20200423,3
20200424,th,20200324,20200424,3
20200424,th,20200327,20200406,3
20200424,th,20200416,20200416,3
20200424,th,20200422,20200422,3
20200424,th,20200423,20200424,3
20200424,th,20200424,20200424,12
20200424,tw,20200416,20200416,3
20200424,tw,20200421,20200421,3
20200424,tw,20200421,20200422,3
20200424,tw,20200423,20200423,3
20200424,tw,20200424,20200424,5
20200424,us,20200324,20200423,3
20200424,us,20200324,20200424,3
20200424,us,20200327,20200328,3
20200424,us,20200330,20200331,3
20200424,us,20200331,20200331,3
20200424,us,20200403,20200403,3
20200424,us,20200406,20200406,3
20200424,us,20200411,20200423,3
20200424,us,20200415,20200415,3
20200424,us,20200416,20200419,3
20200424,us,20200417,20200421,3
20200424,us,20200417,20200422,3
20200424,us,20200418,20200418,3
20200424,us,20200419,20200419,3
20200424,us,20200420,20200420,3
20200424,us,20200420,20200422,3
20200424,us,20200420,20200423,3
20200424,us,20200421,20200421,3
20200424,us,20200421,20200423,3
20200424,us,20200421,20200424,3
20200424,us,20200422,20200422,3
20200424,us,20200422,20200423,11
20200424,us,20200422,20200424,3
20200424,us,20200423,20200423,11
20200424,us,20200423,20200424,5
20200424,us,20200424,20200424,6
20200424,uy,20200424,20200424,4
20200424,vn,20200324,20200424,3
20200424,vn,20200417,20200419,3
20200424,vn,20200421,20200421,3
20200424,vn,20200422,20200423,3
20200424,vn,20200422,20200424,3
20200424,vn,20200423,20200423,12
20200424,vn,20200423,20200424,5
20200424,vn,20200424,20200424,27
20200423,ae,20200323,20200323,3
20200423,ae,20200423,20200423,3
20200423,at,20200419,20200420,3
20200423,at,20200421,20200422,3
20200423,at,20200423,20200423,3
20200423,au,20200406,20200406,3
20200423,be,20200422,20200422,3
20200423,ca,20200323,20200422,3
20200423,ca,20200323,20200423,3
20200423,ca,20200408,20200408,3
20200423,ca,20200409,20200409,3
20200423,ca,20200410,20200410,3
20200423,ca,20200412,20200412,3
20200423,ca,20200413,20200413,3
20200423,ca,20200420,20200420,3
20200423,ca,20200421,20200421,11
20200423,ca,20200421,20200422,3
20200423,ca,20200422,20200422,4
20200423,ca,20200422,20200423,3
20200423,ca,20200423,20200423,6
20200423,cn,20200412,20200413,3
20200423,cn,20200413,20200415,3
20200423,cn,20200414,20200415,3
20200423,cn,20200417,20200422,3
20200423,cn,20200418,20200418,3
20200423,cn,20200418,20200421,3
20200423,cn,20200418,20200422,3
20200423,cn,20200418,20200423,3
20200423,cn,20200419,20200420,3
20200423,cn,20200419,20200422,5
20200423,cn,20200420,20200420,3
20200423,cn,20200420,20200422,5
20200423,cn,20200420,20200423,3
20200423,cn,20200421,20200421,3
20200423,cn,20200421,20200422,3
20200423,cn,20200422,20200422,3
20200423,cn,20200422,20200423,3
20200423,cn,20200423,20200423,24
20200423,de,20200323,20200323,3
20200423,de,20200413,20200413,3
20200423,de,20200415,20200415,3
20200423,de,20200415,20200416,3
20200423,de,20200418,20200418,3
20200423,de,20200418,20200423,3
20200423,de,20200420,20200421,3
20200423,de,20200420,20200422,3
20200423,de,20200420,20200423,7
20200423,de,20200421,20200422,3
20200423,de,20200421,20200423,3
20200423,de,20200422,20200422,3
20200423,de,20200422,20200423,3
20200423,de,20200423,20200423,3
20200423,es,20200422,20200422,3
20200423,fr,20200420,20200420,3
20200423,fr,20200421,20200421,3
20200423,gb,20200323,20200330,3
20200423,gb,20200323,20200423,3
20200423,gb,20200325,20200325,3
20200423,gb,20200331,20200401,3
20200423,gb,20200403,20200423,3
20200423,gb,20200406,20200422,3
20200423,gb,20200419,20200419,3
20200423,gb,20200419,20200422,3
